,JobTitle,Year,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay
2491,PARKING HEARING EXAMINER,2011,850812.77,2875.11,87183.12,44779.61947368421,22134.80729939775,2875.11,50101.73
2492,PARKING METER REPAIRER,2011,1162576.49,175.0,71018.91,55360.78523809524,21164.08805427075,175.0,66989.01
2493,PARKING METER REPAIRER SUPERVISOR I,2011,234580.53,58541.52,88580.21,78193.51,17028.35644791065,58541.52,87458.8
2494,PARTS STOREKEEPER,2011,2063175.77,1867.0,103686.11,57310.438055555554,23281.39143042391,1867.0,60909.425
2495,PATIENT ACCOUNTS ASSISTANT SUPERVISOR,2011,342588.99,50631.06,82739.16,68517.798,12208.0055403133,50631.06,66984.21
2496,PATIENT ACCOUNTS CLERK,2011,855430.21,39170.63,64648.78,61102.157857142854,6744.2077262369,63381.8,63381.835
2497,PATIENT ACCOUNTS MANAGER,2011,124683.48999999999,38714.7,85968.79,62341.744999999995,33413.68747779942,38714.7,62341.744999999995
2498,PATIENT ACCOUNTS SUPERVISOR,2011,500335.66000000003,23679.5,96136.55,71476.52285714286,22727.54216549876,23679.5,76081.13
2499,PATIENT SERVICES FINANCE TECHNICIAN,2011,863880.3200000001,26953.22,58101.95,50816.48941176471,7809.841167392162,26953.22,53680.4
2500,PATTERN MAKER,2011,268281.45,86449.94,92304.75,89427.15000000001,2928.675749908145,86449.94,89526.76
2501,PAYROLL CLERK,2011,3090121.4899999998,1455.75,73923.12,46820.022575757575,22510.916487449256,4852.5,58643.41
2502,PAYROLL SUPERVISOR,2011,98085.14,13754.4,84330.74,49042.57,49905.008605327384,13754.4,49042.57
2503,PERFORMANCE ANALYST III - PROJECT MANAGER,2011,565573.69,70820.22,109658.72,94262.28166666666,13721.952358501205,70820.22,94251.6
2504,PERFORMING ARTS CENTER AIDE,2011,420585.66000000003,2034.3,72019.14,52573.207500000004,26961.09035221141,2034.3,62843.36
2505,PERMIT AND CITATION CLERK,2011,1139196.43,9010.31,63909.78,49530.27956521739,11928.012962233246,56304.0,52016.29
2506,PERSONAL PROPERTY AUDITOR,2011,1257161.09,6024.95,78062.0,59864.81380952381,27398.487044353653,78061.95,77735.34
2507,PERSONNEL ANALYST,2011,4321927.4,1444.8,87391.04,63557.75588235295,25277.20450292786,81432.4,75876.98000000001
2508,PERSONNEL CLERK,2011,774598.43,4855.6,52945.3,45564.61352941177,13595.975794931446,51632.6,51632.6
2509,PERSONNEL PAYROLL REPRESENTATIVE,2011,264577.22,85336.39,91881.1,88192.40666666666,3350.8685544845544,85336.39,87359.73
2510,PERSONNEL TECHNICIAN,2011,767478.14,348.97,74187.9,51165.20933333333,26388.898253003903,65232.01,65232.01
2511,PEST CONTROL SPECIALIST,2011,506511.16,66970.04,77256.29,72358.73714285714,3230.463830689098,66970.04,71801.84
2512,PHARMACIST,2011,4535594.44,1090.77,193902.78,90711.88880000002,58497.435713734805,1090.77,108512.355
2513,PHARMACY HELPER,2011,381409.78,61995.01,66362.57,63568.29666666667,1648.4862991564946,61995.01,63323.54
2514,PHARMACY TECHNICIAN,2011,3890791.34,1369.65,100593.31,61758.59269841269,26441.25310767317,71538.4,71502.84
2515,PHOTOGRAPHER,2011,143659.2,41292.06,55751.76,47886.4,7313.162783830267,41292.06,46615.38
2516,PHYSICAL THERAPIST,2011,3137079.74,1467.82,100921.05,65355.82791666667,32489.064635042505,100061.05,74971.01500000001
2517,PHYSICAL THERAPIST ASSISTANT,2011,374795.81,52040.72,82051.58,74959.162,12838.691313993802,52040.72,80097.0
2518,PHYSICAL THERAPY AIDE,2011,763807.01,4107.58,67591.89,58754.38538461539,17892.686722544684,4107.58,65927.82
2519,PHYSICIAN ASSISTANT,2011,1767990.99,700.12,185258.31,88399.5495,55755.97849987168,700.12,81753.64
2520,PHYSICIAN SPECIALIST,2011,7669824.23,185.44,184484.87,56395.766397058826,55220.464067227396,890.1,32387.92
2521,PIANIST,2011,17188.52,17188.52,17188.52,17188.52,,17188.52,17188.52
2522,PILE WORKER,2011,916886.24,77226.63,89079.82,83353.29454545454,3299.0934368622025,77226.63,82998.52
2523,PILEDRIVER ENGINE OPERATOR,2011,155479.68,66393.91,89085.77,77739.84,16045.568083735765,66393.91,77739.84
2524,PILEDRIVER SUPERVISOR I,2011,268656.11,85375.97,91925.78,89552.03666666667,3627.8478203245163,85375.97,91354.36
2525,PILOT OF FIRE BOATS,2011,539087.3099999999,5345.06,177268.56,107817.46199999998,88881.9238786758,5345.06,165570.04
2526,PIPE WELDER,2011,721310.89,67471.61,98083.27,90163.86125,10462.675394367265,67471.61,94764.48
2527,PLANNER I,2011,255067.08,4148.0,68468.14,42511.18,27171.511776471318,4148.0,47992.455
2528,PLANNER II,2011,2170648.62,2779.0,79904.37,60295.795000000006,24678.76974324363,2779.0,68920.22
2529,PLANNER III,2011,4602297.62,1693.36,96580.71,80742.06350877193,24032.400556963526,94758.05,91121.7
2530,PLANNER III-ENVIRONMENTAL REVIEW,2011,1508373.53,57036.9,98616.16,88727.85470588236,12490.724904147419,57036.9,92965.79
2531,PLANNER IV,2011,2323978.91,2122.17,123883.07,105635.40500000001,23981.970415174248,112431.01,112431.025
2532,PLANNER IV-ENVIRONMENTAL REVIEW,2011,1486604.2,8512.8,116599.26,99106.94666666667,26419.955013225102,8512.8,106591.5
2533,PLANNER TECHNICIAN,2011,109040.84,5381.16,53893.69,36346.94666666666,26896.457661495744,5381.16,49765.99
2534,PLANNER V,2011,553731.72,50937.06,134320.02,110746.344,34556.96948763419,50937.06,122076.62
2535,PLUMBER,2011,6012946.32,1930.03,137972.23,89745.46746268657,30025.762286744168,1930.03,101222.14
2536,PLUMBER SUPERVISOR I,2011,946544.58,100646.81,142313.94,118318.0725,15069.819037148149,100646.81,118457.195
2537,PLUMBER SUPERVISOR II,2011,127898.61,6969.38,120929.23,63949.305,80581.78271800178,6969.38,63949.305
2538,PLUMBING INSPECTOR,2011,1503654.6,39144.87,156987.42,100243.64,27574.59505527817,39144.87,105969.65
2539,POLICE COMMUNICATIONS SHIFT SUPERVISOR,2011,791762.62,78625.6,108014.5,98970.3275,9228.395328263052,78625.6,101728.35
2540,POLICE OFFICER I,2011,53314221.08,2892.45,202866.44,114163.21430406852,19034.994191718983,2892.45,114837.25
2541,POLICE OFFICER II,2011,44505070.47,2229.98,202714.92,123282.74368421052,20791.523175174974,2229.98,122613.42
2542,POLICE OFFICER III,2011,99582994.42,597.31,220356.48,127834.39591784339,28256.604271001055,597.31,127595.55
2543,POLICE SERVICES AIDE,2011,71185.38,1324.8,69860.58,35592.69,48462.11479190936,1324.8,35592.69
2544,PORT DIRECTOR,2011,233357.28,233357.28,233357.28,233357.28,,233357.28,233357.28
2545,PORTER,2011,14939737.21,149.92,84653.86,40377.668135135136,21030.921261816766,49096.4,49798.36
2546,PORTER ASSISTANT SUPERVISOR,2011,165142.63,18307.22,53815.26,41285.6575,15702.64164996955,18307.22,46510.075
2547,PORTER SUPERVISOR I,2011,675892.58,9512.87,76290.79,61444.78,19338.500796644497,9512.87,66504.53
2548,POWER GENERATION SUPERVISOR,2011,298514.13,35232.5,149068.64,99504.71,58325.95321075945,35232.5,114212.99
2549,POWER GENERATION TECHNICIAN I,2011,79669.88,79669.88,79669.88,79669.88,,79669.88,79669.88
2550,POWER GENERATION TECHNICIAN II,2011,1261641.31,902.55,134712.03,105136.77583333333,34765.76498606102,902.55,113359.20999999999
2551,POWER HOUSE ELECTRICIAN SUPERVISOR I,2011,111392.55,111392.55,111392.55,111392.55,,111392.55,111392.55
2552,POWER HOUSE OPERATOR,2011,450468.93,77210.92,95951.43,90093.786,7371.416872856265,77210.92,92354.39
2553,POWER PLANT SUPERVISOR I,2011,102145.63,102145.63,102145.63,102145.63,,102145.63,102145.63
2554,POWERHOUSE ELECTRICIAN SUPERVISOR II,2011,84789.53,84789.53,84789.53,84789.53,,84789.53,84789.53
2555,PRINCIPAL ACCOUNT CLERK,2011,2209402.34,6390.0,71825.15,58142.16684210526,17666.98439779832,65092.18,65089.455
2556,PRINCIPAL ACCOUNTANT,2011,6838544.29,1508.0,89416.85,69076.20494949495,25350.14710029909,87619.03,77826.0
2557,PRINCIPAL ADMINISTRATIVE ANALYST,2011,13366811.51,1852.6,150722.45,91553.50349315068,24656.494597887617,105489.0,102700.295
2558,PRINCIPAL ADMINISTRATIVE ANAYLST II,2011,2285629.63,16230.51,117889.72,103892.2559090909,23398.870348595625,16230.51,112627.91500000001
2559,PRINCIPAL CIVIL ENGINEER,2011,4400973.1,3294.0,179123.44,137530.409375,49157.65396868318,162441.01,162441.02000000002
2560,PRINCIPAL CLERK,2011,6087075.13,2407.0,88479.6,57972.144095238094,15234.458980775335,63538.4,63538.4
2561,PRINCIPAL DISTRICT ATTORNEY'S INVESTIGATOR,2011,252784.57,122095.86,130688.71,126392.285,6076.06250471883,122095.86,126392.285
2562,PRINCIPAL ENVIRONMENTAL HEALTH INSPECTOR,2011,665892.75,110849.1,111062.46,110982.125,73.41853819029362,110849.1,111008.315
2563,PRINCIPAL ENVIRONMENTAL SPECIALIST,2011,812896.37,1523.94,104486.44,81289.637,34302.70958125063,104486.44,96069.775
2564,PRINCIPAL FARE COLLECTIONS RECEIVER,2011,184945.06,4248.84,97782.63,61648.35333333333,50262.31377292568,4248.84,82913.59
2565,"PRINCIPAL INVESTIGATOR, TAX COLLECTOR",2011,84196.82,84196.82,84196.82,84196.82,,84196.82,84196.82
2566,PRINCIPAL MANAGEMENT ANALYST,2011,298481.36,2865.8,109194.58,74620.34,50153.96436229809,2865.8,93210.48999999999
2567,PRINCIPAL MUSEUM PREPARATOR,2011,34401.6,34401.6,34401.6,34401.6,,34401.6,34401.6
2568,PRINCIPAL PARTS STOREKEEPER,2011,99548.23000000001,13178.16,86370.07,49774.115000000005,51754.49588899548,13178.16,49774.115000000005
2569,PRINCIPAL PAYROLL AND PERSONNEL CLERK,2011,1261563.27,2277.6,99900.89,70086.84833333333,18595.05744099988,2277.6,71896.08
2570,PRINCIPAL PERMIT AND CITATION CLERK,2011,503488.14,68788.18,75913.02,71926.87714285715,2631.993984964735,68788.18,70623.34
2571,PRINCIPAL PERSONAL PROPERTY AUDITOR,2011,438622.56,50211.55,105449.01,87724.512,22468.308060727883,50211.55,91856.06
2572,PRINCIPAL PERSONNEL ANALYST,2011,387797.62,1766.94,113166.51,64632.93666666667,50956.876481444844,1766.94,79376.23999999999
2573,PRINCIPAL REAL PROPERTY APPRAISER,2011,561185.29,71360.21,106208.93,93530.88166666667,15340.185301457615,71360.21,100166.295
2574,PRINCIPAL REAL PROPERTY OFFICER,2011,248311.97999999998,2193.0,126069.98,82770.65999999999,69847.20837905262,2193.0,120049.0
2575,PRINCIPAL RECREATION SUPERVISOR,2011,40531.66,40531.66,40531.66,40531.66,,40531.66,40531.66
2576,PRINCIPAL WATER SERVICES CLERK,2011,709303.9,49277.48,68674.86,64482.17272727273,5446.248865173329,49277.48,66262.38
2577,PROBATE EXAMINER,2011,473660.5,78348.95,99153.4,94732.1,9163.169097945862,78348.95,98771.51
2578,PROGRAM SPECIALIST,2011,4344125.4799999995,3165.92,77779.51,66832.69969230768,15259.68958227453,73155.9,73163.99
2579,PROGRAM SPECIALIST SUPERVISOR,2011,377542.61,44554.55,84700.38,75508.522,17364.723993732816,84700.38,81793.66
2580,PROGRAM SUPPORT ANALYST,2011,1073497.48,57573.5,93308.8,82576.72923076923,12335.453994692469,57573.5,89823.18
2581,PROJECT MANAGER I,2011,1613514.05,45297.17,114569.77,100844.628125,22158.501308617197,45297.17,111891.73999999999
2582,PROJECT MANAGER II,2011,909945.78,4969.0,136273.62,113743.2225,44448.49362664956,4969.0,129497.54000000001
2583,PROJECT MANAGER III,2011,1352746.85,114796.8,169276.41,150305.20555555556,18590.22801472735,114796.8,157181.81
2584,PROJECT MANAGER IV,2011,1119767.3,65196.0,178142.2,159966.75714285715,41803.531682124136,65196.0,175285.82
2585,PROTECTIVE SERVICES SUPERVISOR,2011,3606378.37,2995.2,120040.98,94904.69394736842,17555.838609994258,94299.35,96337.195
2586,PROTECTIVE SERVICES WORKER,2011,15781131.17,426.38,116175.84,75870.8229326923,21743.92812859764,84505.32,83942.22
2587,PS Aide Health Services,2012,1091637.04,129.1,34552.43,10202.215327102804,7318.827392684568,18415.8,8915.37
2588,PS Aide Health Services,2013,1147303.39,0.0,37041.43,10153.127345132743,7875.89694271242,0.0,9286.16
2589,PS Aide Health Services,2014,773825.25,216.37,34735.05,7816.416666666667,7280.450786614403,216.37,5875.09
2590,PS Aide to Prof,2012,3789687.23,26.38,42143.84,19043.654422110554,12320.908845802658,37622.5,17916.4
2591,PS Aide to Prof,2013,4045693.94,0.0,45806.06,18558.229082568807,12853.63676730633,40203.01,15401.849999999999
2592,PS Aide to Prof,2014,3618739.81,211.71,40478.86,17232.094333333334,12124.064925159233,9276.0,14487.18
2593,PSYCHIATRIC SOCIAL WORKER,2011,8176640.66,2688.51,90909.95,66476.75333333334,21681.854333326024,79901.0,79362.61
2594,PSYCHIATRIC TECHNICIAN,2011,2253910.18,97.73,113811.31,50086.89288888889,27303.593411689395,97.73,59283.8
2595,PUBLIC DEFENDER,2011,198027.44,198027.44,198027.44,198027.44,,198027.44,198027.44
2596,PUBLIC DEFENDER'S INVESTIGATOR,2011,801349.8500000001,18084.9,80744.6,66779.15416666667,23525.52991370573,80120.6,78700.6
2597,PUBLIC HEALTH NURSE,2011,5728069.39,113.52,133137.2,98759.81706896551,36900.194124252645,113.52,112595.235
2598,PUBLIC HEALTH TEAM LEADER,2011,1119714.21,27891.67,84251.9,69982.138125,13878.737057988243,27891.67,74224.37
2599,PUBLIC INFORMATION OFFICER,2011,422237.52,65864.34,72490.65,70372.92,2604.450276645726,65864.34,71587.175
2600,PUBLIC RELATIONS ASSISTANT,2011,168978.43,36676.1,46028.42,42244.6075,4491.752157702491,36676.1,43136.955
2601,PUBLIC RELATIONS MANAGER,2011,232157.32,114796.75,117360.57,116078.66,1812.8945077416993,114796.75,116078.66
2602,PUBLIC RELATIONS OFFICER,2011,1590217.97,73014.15,88080.01,83695.68263157895,4290.152276588843,73014.15,85940.05
2603,PUBLIC SAFETY COMMUNICATIONS DISPATCHER,2011,13514690.49,224.44,123520.24,84998.05339622642,23518.782609371883,224.44,89295.19
2604,PUBLIC SAFETY COMMUNICATIONS TECHNICIAN,2011,149.51,149.51,149.51,149.51,,149.51,149.51
2605,PUBLIC SERVICE AIDE-ADMINISTRATIVE,2011,98588.54,2294.86,32799.92,24647.135,14924.19223166087,2294.86,31746.88
2606,PUBLIC SERVICE AIDE-ASSISTANT TO PROFESSIONALS,2011,1350476.69,30.25,32471.88,8943.554238410596,6928.088278005936,30.25,7609.23
2607,PUBLIC SERVICE AIDE-ASSOCIATE TO PROFESSIONALS,2011,2594613.41,151.43,48228.53,14256.117637362639,11083.828541459943,3740.3,11329.24
2608,PUBLIC SERVICE AIDE-HEALTH SERVICES,2011,1356585.08,122.4,37097.25,9759.604892086332,6567.407185650175,122.4,8902.86
2609,PUBLIC SERVICE AIDE-SPECIAL PROGRAMS,2011,3261569.27,99.1,42596.46,6142.315009416196,5609.381385058908,792.8,3939.22
2610,PUBLIC SERVICE TRAINEE,2011,2661952.04,27.28,80393.02,8115.707439024391,12169.256445546305,27.28,3165.115
2611,PURCHASER,2011,687701.5,43809.85,77826.06,68770.15,12974.21477266779,76806.02,74710.51999999999
2612,Painter,2012,7180370.47,0.0,86477.7,62985.70587719298,22993.75724959193,0.0,74214.32
2613,Painter,2013,8033926.5,0.0,95913.68,65316.4756097561,27553.783973302947,0.0,78434.5
2614,Painter,2014,8437055.91,137.48,92568.7,66960.76119047619,23796.21545520798,137.48,78967.68
2615,Painter Supervisor 1,2012,1186354.78,84012.68,102944.77,91258.06,5560.015099221111,84012.68,88762.62
2616,Painter Supervisor 1,2013,1236987.68,87521.01,101237.7,95152.89846153845,4326.2499707018105,87521.01,96057.12
2617,Painter Supervisor 1,2014,1168258.03,48318.35,107777.05,89866.00230769231,17175.20798983725,48318.35,94065.61
2618,Painter Supervisor 2,2012,40964.06,40964.06,40964.06,40964.06,,40964.06,40964.06
2619,Painter Supervisor 2,2013,104244.01,104244.01,104244.01,104244.01,,104244.01,104244.01
2620,Painter Supervisor 2,2014,99411.43,99411.43,99411.43,99411.43,,99411.43,99411.43
2621,Park Patrol Officer,2012,950820.27,574.93,97233.64,43219.10318181818,28949.204564251333,574.93,45532.22
2622,Park Patrol Officer,2013,1242571.26,206.3,120000.0,44377.545,33657.322353375,206.3,34393.815
2623,Park Patrol Officer,2014,1388432.57,674.26,124380.08,57851.357083333336,33658.60019209025,674.26,69460.70000000001
2624,Park Section Supervisor,2012,2297001.36,6652.64,99373.42,69606.1018181818,19279.028759391873,6652.64,73936.97
2625,Park Section Supervisor,2013,2399182.49,0.0,106928.06,70564.19088235295,24263.037875882193,78567.03,78567.03
2626,Park Section Supervisor,2014,2865782.27,15.36,107204.61,73481.59666666666,22423.52614578308,77766.03,78334.67
2627,Parking Control Officer,2012,15332512.84,0.0,106984.65,57641.025714285715,19103.81100356835,0.0,59164.18
2628,Parking Control Officer,2013,16254884.41,0.0,108208.0,57235.508485915496,20018.977033394163,0.0,60698.56
2629,Parking Control Officer,2014,18131436.18,0.0,114690.6,57017.09490566038,23158.76426381259,0.0,61035.29
2630,Parking Enforcement Admin,2012,308848.3,98527.8,111108.17,102949.43333333333,7073.958108953805,98527.8,99212.33
2631,Parking Enforcement Admin,2013,314345.07,93158.81,115431.36,104781.69,11168.123125830058,93158.81,105754.9
2632,Parking Enforcement Admin,2014,322745.31,100065.05,119760.91,107581.77,10643.558872726735,100065.05,102919.35
2633,Parking Hearing Examiner,2012,900112.12,2306.59,89276.73,50006.22888888889,22677.78963420633,2306.59,54260.255000000005
2634,Parking Hearing Examiner,2013,12725.23,12725.23,12725.23,12725.23,,12725.23,12725.23
2635,Parking Meter Repairer,2012,1321529.26,11198.13,71117.75,55063.71916666667,20273.293086337897,11198.13,67700.305
2636,Parking Meter Repairer,2013,1366845.03,5750.28,75742.25,65087.85857142857,19119.460850361414,5750.28,72951.5
2637,Parking Meter Repairer,2014,1320155.74,31192.65,74668.5,66007.787,11541.548246252758,31192.65,70495.005
2638,Parking Meter Repairer Sprv 1,2012,169100.28999999998,84435.78,84664.51,84550.14499999999,161.736534060791,84435.78,84550.14499999999
2639,Parking Meter Repairer Sprv 1,2013,301005.0,50419.8,101881.42,75251.25,21064.290287987387,50419.8,74351.89
2640,Parking Meter Repairer Sprv 1,2014,325231.08999999997,78659.04,84887.6,81307.77249999999,2779.7851887675906,78659.04,80842.225
2641,Parts Storekeeper,2012,2254969.06,39367.02,84072.53,64427.68742857143,11420.957842191949,39367.02,62982.2
2642,Parts Storekeeper,2013,2292814.46,28530.62,98433.51,67435.7194117647,14527.027228075964,28530.62,69122.845
2643,Parts Storekeeper,2014,2592588.02,16816.73,109065.81,64814.7005,21386.80737914188,16816.73,68289.975
2644,Patient Accounts Asst Sprv,2012,281147.62,4021.4,78465.58,56229.524,30136.602777657772,4021.4,69882.75
2645,Patient Accounts Asst Sprv,2013,359638.91000000003,48294.08,83175.28,71927.782,13793.551958778413,48294.08,74628.02
2646,Patient Accounts Asst Sprv,2014,370984.43,52549.28,84068.42,74196.886,12772.968482687567,52549.28,76336.29
2647,Patient Accounts Clerk,2012,899418.26,14919.2,71681.22,59961.217333333334,18028.759084511712,14919.2,67769.4
2648,Patient Accounts Clerk,2013,952174.85,5518.22,83179.22,68012.48928571428,19359.68346593327,5518.22,74377.325
2649,Patient Accounts Clerk,2014,1025740.61,6512.8,80797.03,56985.58944444444,25623.656969506417,6512.8,71791.405
2650,Patient Accounts Manager,2012,170534.08000000002,79138.56,91395.52,85267.04000000001,8666.979532732275,79138.56,85267.04000000001
2651,Patient Accounts Manager,2013,186546.06,88860.01,97686.05,93273.03,6240.952735023721,88860.01,93273.03
2652,Patient Accounts Manager,2014,160506.03999999998,67961.87,92544.17,80253.01999999999,17382.311027162064,67961.87,80253.01999999999
2653,Patient Accounts Supervisor,2012,487126.33,13664.4,83091.53,69589.47571428571,25568.67170402148,13664.4,80830.41
2654,Patient Accounts Supervisor,2013,444300.83999999997,79839.5,95970.78,88860.16799999999,5925.312114772517,79839.5,89572.45
2655,Patient Accounts Supervisor,2014,453317.16000000003,86634.5,92684.67,90663.432,2446.1149202500656,86634.5,91838.8
2656,Patient Care Assistant,2012,29923385.63,0.0,98681.51,48498.1938897893,27529.374230597965,4015.65,55560.19
2657,Patient Care Assistant,2013,30632472.05,92.14,123779.06,45314.30776627219,31590.359615291454,1658.0,51102.485
2658,Patient Care Assistant,2014,31081043.67,25.57,129909.68,47670.312377300615,27815.818458431775,3687.6,53030.155
2659,Patient Svcs Finance Tech,2012,791283.44,12179.01,66590.05,52752.22933333333,13500.701810873425,12179.01,56994.0
2660,Patient Svcs Finance Tech,2013,1002940.85,34921.2,65364.1,55718.93611111111,9846.169110069357,34921.2,60858.005000000005
2661,Patient Svcs Finance Tech,2014,998581.85,21070.0,69864.41,52556.93947368421,15731.010180636658,21070.0,60481.02
2662,Pattern Maker,2012,255352.52,84476.4,85596.9,85117.50666666667,577.4889298794712,84476.4,85279.22
2663,Pattern Maker,2013,242434.28999999998,61131.38,91166.01,80811.43,17051.18889842875,61131.38,90136.9
2664,Pattern Maker,2014,283795.98,91939.53,98707.53,94598.65999999999,3609.3996108355805,91939.53,93148.92
2665,Payroll Clerk,2012,3392974.68,7488.0,80893.6,57508.045423728814,17429.536483966378,63073.5,63167.11
2666,Payroll Clerk,2013,3558938.26,5401.96,84373.38,61361.00448275862,18866.72772710231,67392.0,68373.63
2667,Payroll Clerk,2014,3476334.73,327.62,81968.33,59936.80568965517,20179.02425447547,70330.07,67697.31
2668,Payroll Supervisor,2013,88966.62,88966.62,88966.62,88966.62,,88966.62,88966.62
2669,Payroll Supervisor,2014,278603.32999999996,87072.59,100383.29,92867.77666666666,6820.06792506741,87072.59,91147.45
2670,Perf Analyst III Project Mgr,2012,622621.94,75647.77,116687.99,103770.32333333332,15107.981242921462,75647.77,105429.435
2671,Perf Analyst III Project Mgr,2013,782755.2,23014.47,124883.07,97844.4,34134.02397245265,23014.47,105673.16
2672,Perf Analyst III Project Mgr,2014,912168.0,50228.78,123576.1,101352.0,27812.37816855563,50228.78,104279.87
2673,Performance Analyst I,2013,48078.5,48078.5,48078.5,48078.5,,48078.5,48078.5
2674,Performance Analyst I,2014,106549.26000000001,53065.46,53483.8,53274.630000000005,295.81105084158554,53065.46,53274.630000000005
2675,Performance Analyst II,2012,753431.78,7094.6,94653.01,68493.79818181819,25484.506552426647,7094.6,75409.8
2676,Performance Analyst II,2013,974552.71,8992.9,101255.55,74965.59307692308,32519.127980917718,8992.9,89080.87
2677,Performance Analyst II,2014,1006577.19,5845.46,100212.07,62911.074375,27883.076204584493,5845.46,64556.384999999995
2678,Permit and Citation Clerk,2012,1213177.22,2338.43,70997.51,55144.41909090909,16800.411515773427,2338.43,61311.075
2679,Permit and Citation Clerk,2013,1403866.57,31157.2,75515.5,63812.11681818182,9314.680057342866,66906.0,66655.34
2680,Permit and Citation Clerk,2014,1364215.0,23025.11,73239.85,64962.619047619046,10061.044658651961,66489.0,66489.02
2681,Personal Property Auditor,2012,1357891.46,16283.4,79897.0,64661.498095238094,22416.80660441327,79897.0,79896.94
2682,Personal Property Auditor,2013,1134814.95,38013.98,85419.08,75654.33,15354.97022488251,85419.01,85379.03
2683,Personal Property Auditor,2014,1128569.86,24834.63,84564.11,70535.61625,21414.893233162416,84564.03,81224.025
2684,Personnel Analyst,2012,4609051.38,181.29,87717.54,62284.47810810811,24469.103187491764,83563.3,71812.825
2685,Personnel Analyst,2013,5200062.34,2278.48,93676.16,67533.27714285714,23904.62288156441,89215.52,72391.62
2686,Personnel Analyst,2014,5799592.65,810.14,102012.06,68230.50176470588,22636.716776180292,88353.0,73222.75
2687,Personnel Clerk,2012,619787.85,2172.0,55507.05,38736.740625,20157.971946963477,54883.02,52883.66
2688,Personnel Clerk,2013,829212.58,0.0,63939.37,36052.720869565215,21541.67757244059,0.0,31457.49
2689,Personnel Clerk,2014,984276.42,1787.0,58905.0,39371.0568,20018.38977408538,1787.0,48471.81
2690,Personnel Technician,2012,581482.07,49228.0,67424.48,64609.11888888889,5829.3919330309345,49228.0,66742.0
2691,Personnel Technician,2013,620890.98,17571.02,71414.09,62089.098,19915.041525488996,71414.0,71414.005
2692,Personnel Technician,2014,648699.85,24809.0,70714.45,64869.985,14600.377217178144,70689.05,70689.04000000001
2693,Personnel Trainee,2014,221815.03,13488.0,57518.04,22181.503,16085.892821482534,13488.0,13488.0
2694,Personnel/Payroll Repres,2012,269760.83,33759.51,84488.52,67440.2075,23768.574169285475,33759.51,75756.4
2695,Personnel/Payroll Repres,2013,275266.83,81756.89,97421.21,91755.61,8684.738163376029,81756.89,96088.73
2696,Pharmacist,2012,5608672.59,340.59,212028.04,105824.01113207547,61496.38051913558,340.59,135996.78
2697,Pharmacist,2013,5860287.7,2070.4,194675.9,104647.99464285714,64552.14267465761,2070.4,147488.14
2698,Pharmacist,2014,6016849.48,550.29,202633.4,107443.74071428573,62043.37926876093,550.29,147173.8
2699,Pharmacy Helper,2012,396407.97000000003,45111.8,79208.14,66067.99500000001,12634.101490058956,45111.8,67005.985
2700,Pharmacy Helper,2013,319571.73,752.47,78660.07,53261.954999999994,29843.4311813992,752.47,58729.649999999994
2701,Pharmacy Helper,2014,284251.39,34001.05,76838.41,56850.278000000006,18832.804058826987,34001.05,61970.9
2702,Pharmacy Technician,2012,4440173.53,6110.97,114179.07,71615.7020967742,23403.647300015466,6110.97,76058.86499999999
2703,Pharmacy Technician,2013,4858861.41,2002.46,105620.21,72520.31955223881,23314.968203403052,81189.0,81189.02
2704,Pharmacy Technician,2014,5027416.19,741.0,104283.99,68868.71493150685,26936.062659271232,80671.01,80667.53
2705,Photographer,2012,160082.46,46979.67,60102.55,53360.82,6568.866593705497,46979.67,53000.24
2706,Photographer,2013,213333.04,32501.64,64372.26,53333.26,14268.55698018549,32501.64,58229.57
2707,Photographer,2014,204301.86000000002,8201.54,62391.26,40860.372,21376.584475848096,8201.54,47475.44
2708,Physical Therapist,2012,3412915.77,1006.96,102776.02,65632.99557692307,32223.3231435153,102436.02,72329.755
2709,Physical Therapist,2013,4319787.16,0.0,110637.36,75785.73964912281,31721.72229573694,0.0,81638.71
2710,Physical Therapist,2014,4328845.09,0.0,109437.05,75944.65070175438,33960.41435271319,93588.0,81252.84
2711,Physical Therapist Assistant,2012,300785.91000000003,9966.96,82078.03,60157.18200000001,31875.18199786191,9966.96,80122.1
2712,Physical Therapist Assistant,2013,368404.47,51615.24,87778.18,73680.894,17571.762747982342,51615.24,83612.54
2713,Physical Therapist Assistant,2014,421169.0,75168.91,87941.03,84233.8,5225.020334477172,75168.91,86741.01
2714,Physician Assistant,2012,1725886.97,1229.14,193608.95,78449.40772727273,62525.70881211267,1229.14,56525.665
2715,Physician Assistant,2013,1909745.64,14007.99,213396.0,95487.28199999999,59203.0120791903,14007.99,99971.65
2716,Physician Assistant,2014,1900980.78,4979.77,202949.1,95049.039,60355.80941295455,4979.77,88075.19
2717,Physician Specialist,2012,8437234.39,81.78,183129.69,62964.43574626866,58348.73783322267,81.78,42922.9
2718,Physician Specialist,2013,9054714.53,167.94,218671.91,69119.9582442748,62601.53642227413,167.94,54635.4
2719,Physician Specialist,2014,8307085.58,172.32,202276.03,65410.12267716535,62176.61258222445,172.32,44118.06
2720,Pianist,2012,13782.49,13782.49,13782.49,13782.49,,13782.49,13782.49
2721,Pile Worker,2012,956704.16,9138.85,97531.27,73592.6276923077,31296.60292360502,9138.85,86676.18
